,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6569938,6/27/2017 8:37,6/27/2017 8:42,312,West St & Chambers St,6 Ave & Canal St,Subscriber,Male,1980
1048656,2/15/2017 14:07,2/15/2017 14:14,449,Columbus Ave & W 72 St,Broadway & W 55 St,Subscriber,Male,1969
2851263,4/15/2017 15:11,4/15/2017 15:36,1527,Prospect Park West & 8 St,Prospect Park West & 8 St,Subscriber,Female,1979
5352485,6/5/2017 17:41,6/5/2017 18:15,2020,11 Ave & W 59 St,Cathedral Pkwy & Broadway,Subscriber,Male,1963
5488337,6/8/2017 8:48,6/8/2017 8:56,474,E 27 St & 1 Ave,8 Ave & W 33 St,Subscriber,Male,1987
2911303,4/16/2017 19:05,4/16/2017 19:14,519,St James Pl & Oliver St,Hudson St & Reade St,Subscriber,Male,1960
1184476,2/19/2017 18:42,2/19/2017 18:46,222,W 63 St & Broadway,W 64 St & West End Ave,Subscriber,Male,1988
3480787,4/29/2017 13:15,4/29/2017 13:35,1158,W 20 St & 8 Ave,E 10 St & Avenue A,Customer,,
3857205,5/6/2017 18:29,5/6/2017 18:45,943,Lexington Ave & E 29 St,W 54 St & 9 Ave,Subscriber,Male,1990
4905350,5/28/2017 9:26,5/28/2017 10:53,5227,Vesey Pl & River Terrace,South End Ave & Liberty St,Customer,,
1676174,3/6/2017 16:35,3/6/2017 16:44,542,Willoughby St & Fleet St,Willoughby Ave & Hall St,Subscriber,Male,1978
749111,2/1/2017 17:11,2/1/2017 17:33,1372,Broadway & W 49 St,Riverside Dr & W 104 St,Subscriber,Male,1970
1881876,3/13/2017 21:46,3/13/2017 21:48,109,W 21 St & 6 Ave,W 20 St & 7 Ave,Subscriber,Male,1961
6353586,6/23/2017 10:36,6/23/2017 10:51,913,Kent Ave & N 7 St,Washington Ave & Park Ave,Subscriber,Male,1993
3458336,4/28/2017 22:04,4/28/2017 22:20,924,Allen St & Hester St,Market St & Cherry St,Subscriber,Male,1955
436320,1/20/2017 11:59,1/20/2017 12:03,247,State St & Smith St,Henry St & Atlantic Ave,Subscriber,Male,1995
6309478,6/22/2017 17:08,6/22/2017 17:17,527,E 47 St & Park Ave,6 Ave & W 33 St,Subscriber,Male,1965
3710987,5/3/2017 15:59,5/3/2017 16:11,691,Tompkins Ave & Hopkins St,Emerson Pl & Myrtle Ave,Subscriber,Male,1987
389285,1/19/2017 7:34,1/19/2017 7:37,165,South St & Whitehall St,South St & Gouverneur Ln,Subscriber,Female,1985
6610610,6/27/2017 18:41,6/27/2017 19:01,1228,Watts St & Greenwich St,W 52 St & 11 Ave,Subscriber,Male,1984
2785694,4/14/2017 9:45,4/14/2017 9:56,658,Warren St & Church St,Broadway & Battery Pl,Subscriber,Male,1966
5958596,6/15/2017 23:51,6/16/2017 0:01,630,W 20 St & 8 Ave,W 42 St & 8 Ave,Subscriber,Male,1980
4492899,5/19/2017 10:57,5/19/2017 11:00,159,Lafayette St & E 8 St,E 10 St & 5 Ave,Subscriber,Male,1975
4107859,5/11/2017 17:58,5/11/2017 18:53,3248,W 45 St & 8 Ave,Vesey Pl & River Terrace,Customer,,
727073,2/1/2017 5:22,2/1/2017 5:36,843,Lewis Ave & Kosciuszko St,Frost St & Meeker St,Subscriber,Male,1985
5849852,6/14/2017 11:35,6/14/2017 11:42,419,Hudson St & Reade St,Christopher St & Greenwich St,Subscriber,Male,1986
5545011,6/9/2017 7:47,6/9/2017 7:53,373,E 20 St & Park Ave,W 17 St & 8 Ave,Subscriber,Male,1981
2519962,4/8/2017 23:10,4/8/2017 23:21,627,E 13 St & Avenue A,Suffolk St & Stanton St,Subscriber,Male,1989
6305531,6/22/2017 16:18,6/22/2017 16:40,1316,Vesey Pl & River Terrace,8 Ave & W 31 St,Subscriber,Male,1958
6200600,6/20/2017 22:30,6/20/2017 22:52,1325,W 47 St & 10 Ave,W 47 St & 10 Ave,Subscriber,Male,1956
5453088,6/7/2017 17:25,6/7/2017 17:44,1148,E 59 St & Madison Ave,8 Ave & W 31 St,Subscriber,Male,1965
6309590,6/22/2017 17:09,6/22/2017 17:23,818,University Pl & E 14 St,Lafayette St & Jersey St,Subscriber,Male,1970
989329,2/13/2017 13:25,2/13/2017 13:42,1001,W 52 St & 5 Ave,W 70 St & Amsterdam Ave,Subscriber,Male,1964
1513366,2/28/2017 19:46,2/28/2017 19:51,302,Grand St & Elizabeth St,Reade St & Broadway,Subscriber,Male,1965
4274877,5/15/2017 20:23,5/15/2017 20:27,241,Greenwich St & Hubert St,Leonard St & Church St,Subscriber,Male,1990
5543273,6/9/2017 7:16,6/9/2017 7:21,279,Little West St & 1 Pl,Vesey Pl & River Terrace,Subscriber,Male,1978
3026095,4/18/2017 23:51,4/18/2017 23:56,288,Grand St & Greene St,Forsyth St & Broome St,Subscriber,Male,1974
2609006,4/10/2017 19:47,4/10/2017 19:53,350,W 38 St & 8 Ave,12 Ave & W 40 St,Subscriber,Male,1981
3886679,5/7/2017 15:09,5/7/2017 15:11,114,E 16 St & 5 Ave,W 13 St & 6 Ave,Subscriber,Male,1990
2917210,4/16/2017 21:49,4/16/2017 21:53,217,E 3 St & 1 Ave,E 11 St & 1 Ave,Subscriber,Male,1984
4703905,5/23/2017 17:50,5/23/2017 18:03,794,W 13 St & 5 Ave,W 38 St & 8 Ave,Subscriber,Male,1971
4010900,5/10/2017 6:54,5/10/2017 7:17,1349,West End Ave & W 107 St,9 Ave & W 45 St,Subscriber,Male,1970
1010142,2/14/2017 9:08,2/14/2017 9:12,259,Nassau Ave & Russell St,Norman Ave & Leonard St,Subscriber,Female,1979
1139055,2/18/2017 15:30,2/18/2017 15:59,1760,Cherry St,Lexington Ave & E 29 St,Customer,,
3898244,5/7/2017 20:49,5/7/2017 21:05,963,Pearl St & Hanover Square,Forsyth St & Broome St,Subscriber,Male,1986
4071001,5/11/2017 7:32,5/11/2017 7:39,392,W 31 St & 7 Ave,Lexington Ave & E 24 St,Subscriber,Male,1957
1474346,2/27/2017 21:05,2/27/2017 21:11,347,Avenue D & E 3 St,Clinton St & Grand St,Subscriber,Female,1990
357778,1/18/2017 7:31,1/18/2017 7:53,1323,W 39 St & 9 Ave,Avenue D & E 3 St,Subscriber,Male,1982
2664541,4/11/2017 19:35,4/11/2017 19:45,591,Centre St & Chambers St,E 4 St & 2 Ave,Subscriber,Male,1992
893061,2/6/2017 19:01,2/6/2017 19:03,103,Forsyth St & Canal St,Canal St & Rutgers St,Subscriber,Male,1983
5644118,6/10/2017 17:03,6/10/2017 18:35,5550,Soissons Landing,Soissons Landing,Customer,,
6387690,6/23/2017 20:34,6/23/2017 20:53,1122,N 6 St & Bedford Ave,Vernon Blvd & 50 Ave,Subscriber,Male,1984
2728612,4/13/2017 8:04,4/13/2017 8:18,876,Clermont Ave & Lafayette Ave,Schermerhorn St & Court St,Subscriber,Male,1987
4194840,5/14/2017 11:35,5/14/2017 13:25,6546,E 20 St & 2 Ave,E 20 St & 2 Ave,Subscriber,Male,1973
1561711,3/2/2017 7:26,3/2/2017 7:36,633,1 Ave & E 30 St,Pershing Square North,Subscriber,Male,1962
2504211,4/8/2017 15:35,4/8/2017 16:16,2456,E 68 St & Madison Ave,E 51 St & Lexington Ave,Customer,,
5455900,6/7/2017 17:48,6/7/2017 18:12,1409,Vesey Pl & River Terrace,E 25 St & 1 Ave,Subscriber,Male,1981
406267,1/19/2017 15:23,1/19/2017 15:26,216,E 53 St & Madison Ave,E 47 St & Park Ave,Subscriber,Male,1960
105017,1/6/2017 8:37,1/6/2017 8:43,352,Meserole Ave & Manhattan Ave,Nassau Ave & Russell St,Subscriber,Male,1983
5455271,6/7/2017 17:43,6/7/2017 17:49,346,John St & William St,Pearl St & Hanover Square,Subscriber,Male,1968
5294035,6/4/2017 13:20,6/4/2017 13:24,280,Carroll St & Bond St,Carroll St & 5 Ave,Subscriber,Male,1982
3222260,4/23/2017 16:18,4/23/2017 16:28,626,W 76 St & Columbus Ave,W 89 St & Columbus Ave,Subscriber,Female,1956
5478451,6/8/2017 6:14,6/8/2017 6:25,653,Broadway & E 14 St,Franklin St & W Broadway,Subscriber,Male,1965
5215867,6/2/2017 21:37,6/2/2017 21:45,481,E 39 St & 3 Ave,W 33 St & 7 Ave,Subscriber,Male,1989
721007,1/31/2017 18:40,1/31/2017 18:52,688,E 67 St & Park Ave,E 75 St & 3 Ave,Subscriber,Female,1954
3302419,4/25/2017 14:01,4/25/2017 14:06,325,Fulton St & Broadway,Pearl St & Hanover Square,Subscriber,Male,1991
1532491,3/1/2017 10:57,3/1/2017 11:02,325,E 48 St & 5 Ave,E 48 St & 3 Ave,Subscriber,Male,1987
2348646,4/3/2017 19:45,4/3/2017 20:08,1400,Broadway & W 53 St,Allen St & Rivington St,Subscriber,Male,1989
1228842,2/21/2017 8:51,2/21/2017 9:00,536,1 Ave & E 68 St,W 52 St & 5 Ave,Subscriber,Male,1973
6724800,6/29/2017 15:17,6/29/2017 15:26,524,W 4 St & 7 Ave S,Grand St & Greene St,Subscriber,Male,1981
3564130,5/1/2017 7:16,5/1/2017 7:31,901,8 Ave & W 31 St,E 55 St & 3 Ave,Subscriber,Male,1966
5858916,6/14/2017 14:45,6/14/2017 15:01,971,West St & Chambers St,Centre St & Chambers St,Customer,,
4140916,5/12/2017 10:27,5/12/2017 10:41,866,Hancock St & Bedford Ave,Carlton Ave & Park Ave,Subscriber,Female,1983
3204360,4/23/2017 12:35,4/23/2017 13:24,2946,Central Park S & 6 Ave,Central Park S & 6 Ave,Customer,,
6569744,6/27/2017 8:35,6/27/2017 8:54,1139,E 82 St & East End Ave,E 44 St & 2 Ave,Subscriber,Male,1989
2734359,4/13/2017 9:15,4/13/2017 9:36,1303,E 7 St & Avenue A,South St & Whitehall St,Subscriber,Male,1987
5438558,6/7/2017 13:32,6/7/2017 13:43,660,Broadway & W 56 St,E 58 St & 3 Ave,Subscriber,Male,1981
2284516,4/2/2017 13:56,4/2/2017 14:17,1269,W 47 St & 10 Ave,Lexington Ave & E 29 St,Subscriber,Male,1992
6190855,6/20/2017 19:27,6/20/2017 19:36,541,University Pl & E 14 St,Bank St & Hudson St,Subscriber,Male,1973
6699056,6/29/2017 7:45,6/29/2017 7:58,779,E 81 St & 3 Ave,Pershing Square North,Subscriber,Male,1988
1635131,3/4/2017 15:09,3/4/2017 15:34,1461,5 Ave & E 88 St,E 40 St & 5 Ave,Subscriber,Female,1989
5944577,6/15/2017 18:45,6/15/2017 19:11,1555,Stanton St & Chrystie St,Hancock St & Bedford Ave,Subscriber,Male,1988
6728474,6/29/2017 16:20,6/29/2017 18:11,6629,Grand Army Plaza & Central Park S,Broadway & W 51 St,Customer,,
5731257,6/12/2017 10:35,6/12/2017 10:40,246,W Broadway & Spring St,Lafayette St & Jersey St,Subscriber,Female,1997
4431224,5/18/2017 11:36,5/18/2017 11:42,389,South End Ave & Liberty St,Water - Whitehall Plaza,Subscriber,Male,1985
416961,1/19/2017 19:03,1/19/2017 19:43,2405,E 25 St & 1 Ave,1 Ave & E 16 St,Subscriber,Male,1991
6124651,6/19/2017 14:27,6/19/2017 14:35,454,W 24 St & 7 Ave,W 38 St & 8 Ave,Subscriber,Male,1983
1338305,2/24/2017 7:23,2/24/2017 7:32,528,Grand Army Plaza & Central Park S,Grand Army Plaza & Central Park S,Subscriber,Male,1962
6635018,6/28/2017 8:25,6/28/2017 8:28,176,MacDougal St & Prince St,Mercer St & Spring St,Subscriber,Female,1981
5563692,6/9/2017 12:37,6/9/2017 12:46,541,E 97 St & Madison Ave,5 Ave & E 78 St,Subscriber,Male,1951
3301158,4/25/2017 13:12,4/25/2017 13:18,363,Madison St & Clinton St,Suffolk St & Stanton St,Subscriber,Female,1992
3600932,5/1/2017 18:08,5/1/2017 18:15,429,Maiden Ln & Pearl St,Vesey Pl & River Terrace,Subscriber,Female,1983
6604467,6/27/2017 17:52,6/27/2017 18:29,2232,South St & Gouverneur Ln,8 Ave & W 33 St,Subscriber,Male,1971
1187896,2/19/2017 21:06,2/19/2017 21:38,1898,Fulton St & Washington Ave,Allen St & Hester St,Subscriber,Male,1990
954147,2/8/2017 18:34,2/8/2017 18:43,557,E 39 St & 3 Ave,Broadway & E 22 St,Subscriber,Male,1982
2909386,4/16/2017 18:34,4/16/2017 19:06,1937,W 17 St & 8 Ave,W 106 St & Amsterdam Ave,Subscriber,Male,1987
6336216,6/23/2017 0:14,6/23/2017 0:24,604,MacDougal St & Washington Sq,Rivington St & Chrystie St,Subscriber,Male,1991
6249236,6/21/2017 18:07,6/21/2017 18:19,739,E 12 St & 3 Ave,Norfolk St & Broome St,Subscriber,Male,1971
2029349,3/24/2017 8:14,3/24/2017 8:21,451,Centre St & Chambers St,Canal St & Rutgers St,Subscriber,Male,1972
6745136,6/29/2017 19:05,6/29/2017 19:14,527,Leonard St & Church St,Barrow St & Hudson St,Subscriber,Male,1973
6457636,6/25/2017 11:59,6/25/2017 12:38,2312,E 31 St & 3 Ave,Riverside Dr & W 72 St,Customer,,
44453,1/4/2017 8:25,1/4/2017 8:30,309,9 Ave & W 22 St,W 21 St & 6 Ave,Subscriber,Male,1966
5319193,6/5/2017 7:39,6/5/2017 7:51,724,9 Ave & W 28 St,Greenwich St & W Houston St,Subscriber,Male,1958
355260,1/17/2017 22:57,1/17/2017 23:11,836,Barclay St & Church St,E 2 St & 2 Ave E,Subscriber,Male,1979
654275,1/29/2017 11:32,1/29/2017 11:38,353,5 Ave & 3 St,Bergen St & Flatbush Ave,Subscriber,Male,1979
4434409,5/18/2017 12:51,5/18/2017 12:55,240,E 40 St & 5 Ave,5 Ave & E 29 St,Customer,,
1602024,3/3/2017 9:01,3/3/2017 9:15,820,Central Park West & W 76 St,E 72 St & York Ave,Subscriber,Male,1979
6079481,6/18/2017 16:33,6/18/2017 16:53,1187,5 Ave & E 88 St,Central Park S & 6 Ave,Customer,,
2383853,4/5/2017 6:06,4/5/2017 6:11,277,Berkeley Pl & 7 Ave,6 Ave & 9 St,Subscriber,,
247044,1/12/2017 22:38,1/12/2017 22:50,733,W 11 St & 6 Ave,W 37 St & 5 Ave,Subscriber,Male,1958
3402555,4/28/2017 7:38,4/28/2017 7:49,646,E 3 St & 1 Ave,E 27 St & 1 Ave,Subscriber,,1975
5199133,6/2/2017 17:37,6/2/2017 17:57,1234,Mercer St & Bleecker St,8 Ave & W 31 St,Customer,,
4939256,5/28/2017 18:22,5/28/2017 18:47,1497,DeKalb Ave & Skillman St,Cumberland St & Lafayette Ave,Customer,,
224182,1/12/2017 13:20,1/12/2017 13:28,502,E 67 St & Park Ave,E 47 St & Park Ave,Subscriber,Male,1973
1151685,2/18/2017 22:05,2/18/2017 22:17,696,Division St & Bowery,Stanton St & Mangin St,Subscriber,Female,1972
4941225,5/28/2017 18:56,5/28/2017 19:15,1117,Reade St & Broadway,Mott St & Prince St,Subscriber,Male,1961
5211519,6/2/2017 19:55,6/2/2017 20:03,433,DeKalb Ave & Hudson Ave,Douglass St & 3 Ave,Subscriber,Female,1985
3261659,4/24/2017 14:14,4/24/2017 14:26,729,Broadway & W 51 St,5 Ave & E 63 St,Customer,,
4966342,5/29/2017 17:56,5/29/2017 18:01,335,W 82 St & Central Park West,Central Park W & W 96 St,Subscriber,Female,1978
2808746,4/14/2017 16:28,4/14/2017 16:43,931,Pershing Square North,W 13 St & 6 Ave,Subscriber,Male,1989
4811460,5/26/2017 9:40,5/26/2017 9:42,132,Wythe Ave & Metropolitan Ave,N 6 St & Bedford Ave,Subscriber,Male,1991
4539804,5/20/2017 8:29,5/20/2017 8:48,1115,Queens Plaza North & Crescent St,E 33 St & 2 Ave,Subscriber,,
5923135,6/15/2017 14:25,6/15/2017 14:41,951,1 Ave & E 44 St,E 33 St & 5 Ave,Subscriber,Male,1951
1056163,2/15/2017 17:44,2/15/2017 17:46,110,Riverside Dr & W 82 St,Riverside Dr & W 78 St,Subscriber,Male,1964
2044335,3/24/2017 16:20,3/24/2017 16:29,552,1 Ave & E 16 St,Lexington Ave & E 29 St,Subscriber,Male,1978
2586539,4/10/2017 14:30,4/10/2017 14:51,1255,Centre St & Chambers St,Howard St & Centre St,Customer,Female,1989
5065231,5/31/2017 17:59,5/31/2017 18:10,672,E 11 St & Broadway,Pershing Square North,Subscriber,Male,1957
6520942,6/26/2017 13:05,6/26/2017 13:29,1408,Cleveland Pl & Spring St,E 30 St & Park Ave S,Customer,,
6577810,6/27/2017 10:20,6/27/2017 10:38,1118,8 Ave & W 16 St,Broadway & W 58 St,Subscriber,Female,1963
4056891,5/10/2017 19:06,5/10/2017 19:18,743,Amsterdam Ave & W 82 St,E 95 St & 3 Ave,Subscriber,Male,1988
1623107,3/3/2017 19:44,3/3/2017 19:56,689,Lexington Ave & Classon Ave,Lexington Ave & Classon Ave,Subscriber,Male,1977
1530580,3/1/2017 9:44,3/1/2017 9:47,173,Berry St & N 8 St,N 15 St & Wythe Ave,Subscriber,Male,1991
1477710,2/28/2017 6:31,2/28/2017 6:51,1148,E 85 St & York Ave,St Marks Pl & 2 Ave,Subscriber,Male,1978
4915603,5/28/2017 12:47,5/28/2017 12:50,184,W 49 St & 8 Ave,W 43 St & 10 Ave,Subscriber,Male,1985
2048667,3/24/2017 17:41,3/24/2017 17:45,207,Van Brunt St & Wolcott St,Reed St & Van Brunt St,Subscriber,Male,1973
5976752,6/16/2017 11:18,6/16/2017 11:25,389,West St & Chambers St,Centre St & Chambers St,Subscriber,Male,1956
5435977,6/7/2017 12:37,6/7/2017 12:59,1331,5 Ave & E 88 St,E 72 St & York Ave,Customer,Female,1990
3945046,5/8/2017 19:37,5/8/2017 19:51,844,West St & Chambers St,9 Ave & W 22 St,Subscriber,Male,1990
5963252,6/16/2017 7:35,6/16/2017 7:42,412,E 7 St & Avenue A,E 27 St & 1 Ave,Subscriber,Male,1984
3554897,4/30/2017 18:45,4/30/2017 18:50,290,1 Ave & E 16 St,St Marks Pl & 2 Ave,Subscriber,Male,1953
2245315,3/31/2017 19:09,3/31/2017 19:13,256,W 13 St & 6 Ave,W 17 St & 8 Ave,Subscriber,Male,1980
3379227,4/27/2017 17:12,4/27/2017 17:23,653,E 58 St & Madison Ave,W 42 St & Dyer Ave,Subscriber,Male,1968
6524450,6/26/2017 14:18,6/26/2017 14:26,473,E 23 St & 1 Ave,Broadway & E 14 St,Subscriber,Male,1962
1774024,3/9/2017 9:13,3/9/2017 9:23,582,W 47 St & 10 Ave,W 27 St & 7 Ave,Subscriber,Male,1981
3532114,4/30/2017 12:22,4/30/2017 12:28,337,University Pl & E 8 St,Broadway & E 22 St,Subscriber,Male,1991
2412911,4/5/2017 17:07,4/5/2017 17:12,271,Canal St & Rutgers St,Norfolk St & Broome St,Subscriber,Male,1976
5493111,6/8/2017 9:42,6/8/2017 10:03,1276,E 16 St & Irving Pl,E 67 St & Park Ave,Subscriber,Male,1978
3087482,4/20/2017 13:54,4/20/2017 14:04,558,W 4 St & 7 Ave S,West St & Chambers St,Subscriber,Female,1985
6127520,6/19/2017 15:34,6/19/2017 15:44,559,W 27 St & 7 Ave,11 Ave & W 41 St,Subscriber,Male,1967
1772001,3/9/2017 8:47,3/9/2017 9:00,812,E 51 St & Lexington Ave,Lexington Ave & E 24 St,Subscriber,Female,1997
142370,1/9/2017 11:22,1/9/2017 11:45,1430,E 11 St & 2 Ave,Cherry St,Customer,,
3344042,4/26/2017 21:32,4/26/2017 21:36,248,1 Ave & E 62 St,E 55 St & 2 Ave,Subscriber,Male,1991
5874090,6/14/2017 18:03,6/14/2017 18:18,892,45 Rd & 11 St,N 8 St & Driggs Ave,Subscriber,Female,1985
5294131,6/4/2017 13:21,6/4/2017 13:26,327,8 Ave & W 31 St,W 45 St & 8 Ave,Subscriber,Female,1969
3622381,5/2/2017 7:41,5/2/2017 8:00,1088,Clinton St & Union St,Liberty St & Broadway,Subscriber,Male,1972
4293728,5/16/2017 9:06,5/16/2017 9:13,390,E 85 St & 3 Ave,1 Ave & E 78 St,Subscriber,Male,1990
1913453,3/20/2017 12:13,3/20/2017 12:37,1452,Putnam Ave & Nostrand Ave,Butler St & Court St,Subscriber,Female,1980
4793595,5/25/2017 17:25,5/25/2017 17:39,862,E 20 St & 2 Ave,11 Ave & W 27 St,Subscriber,Male,1996
5869525,6/14/2017 17:23,6/14/2017 17:34,622,E 39 St & 2 Ave,W 41 St & 8 Ave,Subscriber,Male,1985
4959930,5/29/2017 15:33,5/29/2017 15:45,710,9 Ave & W 45 St,W 37 St & 5 Ave,Subscriber,Male,1956
5138660,6/1/2017 19:00,6/1/2017 19:04,216,Broadway & W 56 St,W 52 St & 6 Ave,Subscriber,Male,1978
1680447,3/6/2017 17:56,3/6/2017 18:06,607,York St & Jay St,Allen St & Hester St,Subscriber,Male,1962
1292078,2/22/2017 22:30,2/22/2017 22:37,447,Amsterdam Ave & W 73 St,Riverside Dr & W 82 St,Subscriber,Female,1990
5100411,6/1/2017 9:31,6/1/2017 9:41,556,Greenpoint Ave & Manhattan Ave,Devoe St & Lorimer St,Subscriber,Male,1989
2700224,4/12/2017 16:50,4/12/2017 17:05,871,Cleveland Pl & Spring St,Avenue D & E 3 St,Subscriber,Male,1985
3977803,5/9/2017 14:15,5/9/2017 14:31,955,Murray St & West St,8 Ave & W 31 St,Subscriber,Male,1959
4980910,5/30/2017 8:08,5/30/2017 8:15,421,W 67 St & Broadway,Broadway & W 49 St,Subscriber,Male,1979
2024911,3/23/2017 22:49,3/23/2017 22:54,320,Little West St & 1 Pl,Cliff St & Fulton St,Subscriber,Male,1978
14345,1/1/2017 20:04,1/1/2017 20:12,479,Broadway & W 58 St,Broadway & W 49 St,Customer,,
2372978,4/4/2017 18:06,4/4/2017 18:21,857,5 Ave & E 73 St,W 52 St & 9 Ave,Subscriber,Female,1955
4049269,5/10/2017 17:56,5/10/2017 18:02,380,W 87 St  & Amsterdam Ave,W 95 St & Broadway,Subscriber,Male,1963
5351222,6/5/2017 17:30,6/5/2017 17:48,1078,W 34 St & 11 Ave,Washington St & Gansevoort St,Customer,,
1333743,2/23/2017 22:00,2/23/2017 22:05,328,W 39 St & 9 Ave,9 Ave & W 28 St,Subscriber,Female,1983
1540609,3/1/2017 16:35,3/1/2017 16:54,1127,E 24 St & Park Ave S,Avenue D & E 12 St,Subscriber,Male,1972
5218219,6/2/2017 23:15,6/2/2017 23:21,413,Clark St & Henry St,Henry St & Degraw St,Subscriber,Male,1980
657565,1/29/2017 13:15,1/29/2017 13:34,1123,1 Ave & E 16 St,E 55 St & Lexington Ave,Subscriber,Female,1989
6059124,6/18/2017 11:23,6/18/2017 11:43,1177,W 42 St & 8 Ave,E 84 St & Park Ave,Subscriber,Male,1965
6725761,6/29/2017 15:36,6/29/2017 16:10,2043,E 81 St & 3 Ave,5 Ave & E 73 St,Customer,,
917840,2/7/2017 19:35,2/7/2017 19:39,227,Canal St & Rutgers St,Division St & Bowery,Subscriber,Male,1968
868900,2/6/2017 8:00,2/6/2017 8:10,625,Fulton St & Clermont Ave,Duffield St & Willoughby St,Subscriber,Female,1983
5880878,6/14/2017 19:05,6/14/2017 19:18,802,Madison St & Clinton St,University Pl & E 8 St,Subscriber,Female,1975
4618434,5/21/2017 16:22,5/21/2017 16:39,1017,Old Fulton St,DeKalb Ave & Vanderbilt Ave,Customer,Female,1988
4569067,5/20/2017 17:10,5/20/2017 17:33,1395,Humboldt St & Varet St,Monroe St & Classon Ave,Subscriber,Male,1982
1699856,3/7/2017 13:35,3/7/2017 14:07,1919,Greenwich Ave & 8 Ave,Lawrence St & Willoughby St,Subscriber,Male,1946
2398421,4/5/2017 11:10,4/5/2017 11:18,486,W 31 St & 7 Ave,W 4 St & 7 Ave S,Subscriber,Male,1951
3622875,5/2/2017 7:51,5/2/2017 8:01,572,E 48 St & 5 Ave,W 53 St & 10 Ave,Subscriber,Male,1986
6021672,6/17/2017 10:09,6/17/2017 10:24,899,W 37 St & 10 Ave,Broadway & W 58 St,Subscriber,Female,1990
827485,2/4/2017 8:38,2/4/2017 8:44,401,Pike St & Monroe St,John St & William St,Subscriber,Female,1986
1209044,2/20/2017 15:41,2/20/2017 16:10,1693,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,Subscriber,Female,1994
6814010,6/30/2017 21:58,6/30/2017 22:03,312,Union St & Nevins St,Pacific St & Nevins St,Subscriber,Male,1981
3107537,4/20/2017 19:04,4/20/2017 19:14,611,Broadway & E 22 St,Mott St & Prince St,Subscriber,Male,1983
3870298,5/7/2017 9:32,5/7/2017 9:57,1496,Cathedral Pkwy & Broadway,Amsterdam Ave & W 66 St,Subscriber,Female,1989
2255897,4/1/2017 14:08,4/1/2017 14:14,342,Allen St & Rivington St,Cooper Square & E 7 St,Subscriber,Male,1974
119088,1/6/2017 17:46,1/6/2017 17:50,245,Graham Ave & Grand St,Metropolitan Ave & Meeker Ave,Subscriber,Male,1982
881814,2/6/2017 15:00,2/6/2017 15:02,66,E 33 St & 2 Ave,E 33 St & 2 Ave,Subscriber,Male,1971
3281545,4/24/2017 19:24,4/24/2017 19:35,615,W 13 St & 7 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1987
4675662,5/23/2017 9:00,5/23/2017 9:08,485,W 46 St & 11 Ave,W 26 St & 10 Ave,Subscriber,Female,1954
167597,1/10/2017 17:33,1/10/2017 17:42,518,Christopher St & Greenwich St,W 15 St & 7 Ave,Subscriber,Male,1980
5827009,6/13/2017 20:30,6/13/2017 20:41,653,Great Jones St,E 20 St & FDR Drive,Subscriber,Male,1989
4974890,5/29/2017 23:42,5/29/2017 23:45,126,1 Ave & E 68 St,E 72 St & York Ave,Subscriber,Male,1964
4385866,5/17/2017 17:24,5/17/2017 17:42,1053,12 Ave & W 40 St,Bank St & Washington St,Subscriber,Female,1987
4314003,5/16/2017 16:06,5/16/2017 16:10,222,Henry St & Grand St,Canal St & Rutgers St,Subscriber,Male,1976
6770895,6/30/2017 9:29,6/30/2017 9:40,614,Pershing Square North,W 27 St & 7 Ave,Subscriber,Male,1960
934032,2/8/2017 10:25,2/8/2017 10:28,156,W 43 St & 6 Ave,W 44 St & 5 Ave,Subscriber,Male,1955
2858329,4/15/2017 17:04,4/15/2017 17:21,1054,E 39 St & 3 Ave,E 20 St & FDR Drive,Subscriber,Male,1984
166800,1/10/2017 17:14,1/10/2017 17:20,339,Broadway & W 37 St,Pershing Square North,Subscriber,Male,1988
5498051,6/8/2017 11:38,6/8/2017 11:57,1176,South St & Gouverneur Ln,Murray St & West St,Customer,,
5384008,6/6/2017 11:50,6/6/2017 11:54,218,LaGuardia Pl & W 3 St,Greenwich Ave & Charles St,Subscriber,Female,1963
4712193,5/23/2017 19:02,5/23/2017 19:07,300,Dean St & 4 Ave,Berkeley Pl & 6 Ave,Subscriber,Male,1985
5464399,6/7/2017 19:01,6/7/2017 19:16,888,E 80 St & 2 Ave,E 33 St & 2 Ave,Subscriber,Female,1989
768549,2/2/2017 8:38,2/2/2017 8:47,485,Division St & Bowery,Barclay St & Church St,Subscriber,Female,1983
3267092,4/24/2017 16:28,4/24/2017 16:35,396,W 49 St & 8 Ave,Broadway & W 41 St,Subscriber,Male,1964
5575801,6/9/2017 15:48,6/9/2017 16:19,1900,W 13 St & Hudson St,Central Park W & W 96 St,Subscriber,Female,1982
